"column"	"row"	"observed"	"expected-mean"	"expected-stdev"	"distribution"	"probability"	"N"	"left-p-value"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"
"pancreas"	"Huntington's disease"	0	4.343479444595698	2.057145452065299	"BINOMIAL"	0.02570106180234141	169	0.012274017648222115	1	1	0.9819214118577692	1	1
"prostate gland"	"Huntington's disease"	1	6.81576680068926	2.5562126874003193	"BINOMIAL"	0.04130767757993491	165	0.007692492541671352	0.999051415227324	1	1	1	1
"skin"	"Huntington's disease"	10	21.688951889307322	4.35900116119153	"BINOMIAL"	0.12393686793889899	175	0.002680754771592655	0.9989306744014218	1	0.10723019086370619	1	1
"stomach"	"Huntington's disease"	4	7.597663631678406	2.6909737276517918	"BINOMIAL"	0.046899158220237075	162	0.11915358918877174	0.9484929743524619	1	1	1	1
"testis"	"Huntington's disease"	8	15.30712630359212	3.7218001548407633	"BINOMIAL"	0.09507531865585168	161	0.026153103239630444	0.988254802663286	1	0.29702452965008863	1	1
"thyroid gland"	"Huntington's disease"	1	6.675070854983467	2.5288022558522205	"BINOMIAL"	0.041981577704298535	159	0.008705030453914795	0.9989074437310305	1	1	1	1
"urinary bladder"	"Huntington's disease"	6	10.478238100779706	3.1271259348267586	"BINOMIAL"	0.06674037006866054	157	0.09491217387785739	0.9543808345333298	1	0.8765418411072712	1	1
"adrenal cortex"	"Hypertrophic cardiomyopathy (HCM)"	16	12.262006516311937	3.2293013110735345	"BINOMIAL"	0.1495366648330724	82	0.9018146756716757	0.1575824102257357	1	1	0.42021976060196187	1
"bones and joints"	"Hypertrophic cardiomyopathy (HCM)"	6	7.217988103797635	2.5558697757938544	"BINOMIAL"	0.09497352768154782	76	0.4089448557124214	0.7395095146833432	1	1	1	1
"brain, nos"	"Hypertrophic cardiomyopathy (HCM)"	12	8.119155418271061	2.7046708911017268	"BINOMIAL"	0.09901409046672026	82	0.9404768658208085	0.10928636424683325	1	1	0.4725896832295492	1
"breast"	"Hypertrophic cardiomyopathy (HCM)"	0	2.9849883599582565	1.69635995259392	"BINOMIAL"	0.03596371518021996	83	0.047835527916815064	1	1	1	1	1
"cervix uteri"	"Hypertrophic cardiomyopathy (HCM)"	3	4.878432700038082	2.142008334439622	"BINOMIAL"	0.05949308170778149	82	0.27403530098685547	0.8725986623290645	1	1	1	1
"colon, nos"	"Hypertrophic cardiomyopathy (HCM)"	7	7.220568505785678	2.5675701711025836	"BINOMIAL"	0.08699480127452625	83	0.5644608440859309	0.5906595752519141	1	1	1	1
"HR systems"	"Hypertrophic cardiomyopathy (HCM)"	2	3.909295165182658	1.9300693227503956	"BINOMIAL"	0.04709994174918865	83	0.24466344275438154	0.9069502139165047	1	0.8328968263978946	1	1
"kidney"	"Hypertrophic cardiomyopathy (HCM)"	4	6.689628908729319	2.4786858132331204	"BINOMIAL"	0.08158084035035755	82	0.19145205122211872	0.9100209141954507	1	0.9572602561105936	1	1
"liver"	"Hypertrophic cardiomyopathy (HCM)"	14	8.296330647498696	2.726896930549607	"BINOMIAL"	0.10370413309373369	80	0.9832225132098621	0.03503249719542787	1	1	0.12300299015283564	1
"lung"	"Hypertrophic cardiomyopathy (HCM)"	0	2.0159128978224454	1.4024800138500615	"BINOMIAL"	0.024288107202680067	83	0.12992498674890804	1	1	1	1	1
"lymph nodes"	"Hypertrophic cardiomyopathy (HCM)"	6	6.693210499747602	2.480617404407546	"BINOMIAL"	0.08064109035840485	83	0.49183318665549236	0.6683239764171112	1	0.8743701096097642	1	1
"mouth, nos"	"Hypertrophic cardiomyopathy (HCM)"	2	2.660924692622951	1.6042165884782351	"BINOMIAL"	0.03285092213114754	81	0.5005135601475228	0.7493025740254342	1	1	1	1
"ovary"	"Hypertrophic cardiomyopathy (HCM)"	5	6.338714948689457	2.4104024257253993	"BINOMIAL"	0.08340414406170338	76	0.3840848508540795	0.769783387824136	1	1	1	1
"pancreas"	"Hypertrophic cardiomyopathy (HCM)"	3	2.1074870677919955	1.4329418733553145	"BINOMIAL"	0.02570106180234141	82	0.8394548506361419	0.35275556443226935	1	1	1	1
"prostate gland"	"Hypertrophic cardiomyopathy (HCM)"	3	3.2633065288148577	1.7687585801567371	"BINOMIAL"	0.04130767757993491	79	0.5872441977386813	0.6385831104154138	1	1	1	1
"skin"	"Hypertrophic cardiomyopathy (HCM)"	17	10.162823170989718	2.9838355681505613	"BINOMIAL"	0.12393686793889899	82	0.989284350685971	0.02216650311931665	1	1	0.06820462498251277	1
"stomach"	"Hypertrophic cardiomyopathy (HCM)"	3	3.4705377082975435	1.8187282400641385	"BINOMIAL"	0.046899158220237075	74	0.540564268687428	0.6802817327252196	1	1	1	1
"testis"	"Hypertrophic cardiomyopathy (HCM)"	10	7.4158748551564315	2.590522763881938	"BINOMIAL"	0.09507531865585168	78	0.8802639897342147	0.20487197918965433	1	1	0.6647886671664294	1
"thyroid gland"	"Hypertrophic cardiomyopathy (HCM)"	2	3.2325814832309874	1.759793343693301	"BINOMIAL"	0.041981577704298535	77	0.36769274960193143	0.8390505140665753	1	1	1	1
"urinary bladder"	"Hypertrophic cardiomyopathy (HCM)"	4	5.139008495286862	2.18998382791413	"BINOMIAL"	0.06674037006866054	77	0.4097212447519913	0.7637076816614126	1	1	1	1
"adrenal cortex"	"Inositol phosphate metabolism"	8	8.074979900985909	2.6205866400480606	"BINOMIAL"	0.1495366648330724	54	0.5815020820456591	0.5696334945668233	1	1	0.8680129441018261	1
"bones and joints"	"Inositol phosphate metabolism"	6	4.653702856395843	2.0522485910196733	"BINOMIAL"	0.09497352768154782	49	0.820198563447853	0.3203014198547582	1	1	0.8468986694464793	1
"brain, nos"	"Inositol phosphate metabolism"	0	5.346760885202894	2.194847652847799	"BINOMIAL"	0.09901409046672026	54	0.003587335148930147	1	1	0.11479472476576472	1	1
"breast"	"Inositol phosphate metabolism"	0	1.9420406197318778	1.3682827280995047	"BINOMIAL"	0.03596371518021996	54	0.13837019096854566	1	1	1	1	1
"cervix uteri"	"Inositol phosphate metabolism"	0	3.2126264122202004	1.7382454851318923	"BINOMIAL"	0.05949308170778149	54	0.03643742723122869	1	1	0.4858323630830492	1	1
"colon, nos"	"Inositol phosphate metabolism"	2	4.697719268824417	2.0710002690945077	"BINOMIAL"	0.08699480127452625	54	0.14042342177728795	0.9549078216957325	1	0.9768585862767857	1	1
"HR systems"	"Inositol phosphate metabolism"	1	2.543396854456187	1.5567925394111546	"BINOMIAL"	0.04709994174918865	54	0.27109283669372325	0.9261148620021463	1	0.8183934692640702	1	1
"kidney"	"Inositol phosphate metabolism"	3	4.405365378919308	2.0114601585059297	"BINOMIAL"	0.08158084035035755	54	0.34808111956947546	0.8274580105762177	1	1	1	1
"liver"	"Inositol phosphate metabolism"	2	5.496319053967886	2.219533295823601	"BINOMIAL"	0.10370413309373369	53	0.07723623258651464	0.9784646953538564	1	0.6422802499299639	1	1
"lung"	"Inositol phosphate metabolism"	0	1.3115577889447236	1.131239379072495	"BINOMIAL"	0.024288107202680067	54	0.2650735062328845	1	1	0.9863200231921284	1	1
"lymph nodes"	"Inositol phosphate metabolism"	0	4.354618879353862	2.000864229483718	"BINOMIAL"	0.08064109035840485	54	0.01067074689898627	1	1	0.2439027862625433	1	1
"mouth, nos"	"Inositol phosphate metabolism"	0	1.7082479508196722	1.2853522592684867	"BINOMIAL"	0.03285092213114754	52	0.17605888527078478	1	1	1	1	1
"ovary"	"Inositol phosphate metabolism"	3	4.086803059023466	1.9354448449741115	"BINOMIAL"	0.08340414406170338	49	0.40762258440473914	0.786971541735322	1	1	1	1
"pancreas"	"Inositol phosphate metabolism"	1	1.3621562755240948	1.1520188422514637	"BINOMIAL"	0.02570106180234141	53	0.6033278619939182	0.7484130267622837	1	1	1	1
"prostate gland"	"Inositol phosphate metabolism"	2	2.18930691173655	1.4487483313892078	"BINOMIAL"	0.04130767757993491	53	0.6245361294329392	0.6489608242713867	1	1	1	1
"skin"	"Inositol phosphate metabolism"	11	6.692590868700545	2.421390533977806	"BINOMIAL"	0.12393686793889899	54	0.9695165637286232	0.0647794535588185	1	1	0.16451924713350732	1
"stomach"	"Inositol phosphate metabolism"	2	2.438756227452328	1.5245919497624447	"BINOMIAL"	0.046899158220237075	52	0.556894044628283	0.7072350698816059	1	1	1	1
"testis"	"Inositol phosphate metabolism"	4	4.658690614136733	2.053232602380611	"BINOMIAL"	0.09507531865585168	49	0.49614877646910915	0.6970091046875809	1	1	1	1
"thyroid gland"	"Inositol phosphate metabolism"	1	2.0990788852149267	1.4180818882870705	"BINOMIAL"	0.041981577704298535	50	0.37379064260665557	0.8828632896901403	1	1	1	1
"urinary bladder"	"Inositol phosphate metabolism"	2	3.2702781333643665	1.7470027362646519	"BINOMIAL"	0.06674037006866054	49	0.35650855574908774	0.8473369305534237	1	0.9994972009394066	1	1
"adrenal cortex"	"Insulin signaling pathway"	28	20.0379130876317	4.128136431162648	"BINOMIAL"	0.1495366648330724	134	0.9758824074597291	0.0396948676755586	1	1	0.17642163411359377	1
"bones and joints"	"Insulin signaling pathway"	5	12.156611543238121	3.31693461803554	"BINOMIAL"	0.09497352768154782	128	0.014629338964470356	0.9949180650666128	1	0.4564353756914751	1	1
"brain, nos"	"Insulin signaling pathway"	13	13.267888122540514	3.4574817783573297	"BINOMIAL"	0.09901409046672026	134	0.5421456941631065	0.573192783354354	1	1	1	1
"breast"	"Insulin signaling pathway"	3	4.819137834149474	2.1554172991947294	"BINOMIAL"	0.03596371518021996	134	0.286322154900669	0.8640632183661547	1	1	1	1
"cervix uteri"	"Insulin signaling pathway"	6	7.97207294884272	2.738209225299781	"BINOMIAL"	0.05949308170778149	134	0.3093391837543999	0.8145793673512354	1	1	1	1
"colon, nos"	"Insulin signaling pathway"	10	11.657303370786517	3.2623884778867276	"BINOMIAL"	0.08699480127452625	134	0.37574288013683765	0.7378842411561226	1	1	1	1
"HR systems"	"Insulin signaling pathway"	0	6.311392194391279	2.452371503194238	"BINOMIAL"	0.04709994174918865	134	0.0015572034904697235	1	1	0.12457627923757789	1	1
"kidney"	"Insulin signaling pathway"	8	10.931832606947912	3.1685966162172905	"BINOMIAL"	0.08158084035035755	134	0.22682474625553853	0.8632682703307046	1	0.9550515631812149	1	1
"liver"	"Insulin signaling pathway"	14	13.688945568372848	3.5027625290957753	"BINOMIAL"	0.10370413309373369	132	0.6053233950094564	0.5063304724608396	1	1	0.9411789958683843	1
"lung"	"Insulin signaling pathway"	0	3.254606365159129	1.7820095782176983	"BINOMIAL"	0.024288107202680067	134	0.037076113945865505	1	1	1	1	1
"lymph nodes"	"Insulin signaling pathway"	8	10.80590610802625	3.1519051472346793	"BINOMIAL"	0.08064109035840485	134	0.2386478504389795	0.8547636333111944	1	0.8300794797877546	1	1
"mouth, nos"	"Insulin signaling pathway"	1	4.270619877049181	2.032320367465845	"BINOMIAL"	0.03285092213114754	130	0.0704365027334678	0.986993966466769	1	1	1	1
"ovary"	"Insulin signaling pathway"	13	10.675730439898032	3.1281512559856925	"BINOMIAL"	0.08340414406170338	128	0.8193508089158784	0.27011075048917066	1	1	0.6106851750189946	1
"pancreas"	"Insulin signaling pathway"	3	3.392540157909066	1.8180616803738316	"BINOMIAL"	0.02570106180234141	132	0.5588746651372133	0.6623268513396492	1	1	1	1
"prostate gland"	"Insulin signaling pathway"	4	5.452613440551407	2.286346133589814	"BINOMIAL"	0.04130767757993491	132	0.3601041458800136	0.7988361742574858	1	1	1	1
"skin"	"Insulin signaling pathway"	22	16.607540303812463	3.8143484075774876	"BINOMIAL"	0.12393686793889899	134	0.9341447786995726	0.10280792344649677	1	1	0.2253324349512258	1
"stomach"	"Insulin signaling pathway"	7	6.09689056863082	2.4105915318031657	"BINOMIAL"	0.046899158220237075	130	0.7336324994711165	0.4096036796930538	1	1	0.9720445533014261	1
"testis"	"Insulin signaling pathway"	11	12.45486674391657	3.357188752427026	"BINOMIAL"	0.09507531865585168	131	0.40266004370888364	0.7104894451260985	1	0.9849684146109616	1	1
"thyroid gland"	"Insulin signaling pathway"	6	5.499586679263108	2.295366060946728	"BINOMIAL"	0.041981577704298535	131	0.687831103566206	0.47284126262140774	1	1	1	1
"urinary bladder"	"Insulin signaling pathway"	6	8.54276736878855	2.8235828150038604	"BINOMIAL"	0.06674037006866054	128	0.24241464174406252	0.8625209372786726	1	0.9282707013126296	1	1
"adrenal cortex"	"Jak-STAT signaling pathway"	22	22.87910971946008	4.411104618761846	"BINOMIAL"	0.1495366648330724	153	0.4763204436587766	0.6134237771928667	1	1	0.8685646402730856	1
"bones and joints"	"Jak-STAT signaling pathway"	10	13.201320347735146	3.456522006910493	"BINOMIAL"	0.09497352768154782	139	0.2217295142920108	0.8598911780420146	1	1	1	1
"brain, nos"	"Jak-STAT signaling pathway"	21	15.1491558414082	3.694479118148127	"BINOMIAL"	0.09901409046672026	153	0.951699239570823	0.0783570951255193	1	1	0.3917854756275965	1
"breast"	"Jak-STAT signaling pathway"	5	5.574375852934093	2.318167506340229	"BINOMIAL"	0.03596371518021996	155	0.514427689449799	0.6583600580907947	1	1	1	1
"cervix uteri"	"Jak-STAT signaling pathway"	6	9.102441501290567	2.9259031435291885	"BINOMIAL"	0.05949308170778149	153	0.18927734609187435	0.8975648311290196	1	1	1	1
"colon, nos"	"Jak-STAT signaling pathway"	15	13.397199396277042	3.4973865524363643	"BINOMIAL"	0.08699480127452625	154	0.734470519219653	0.3629444845658305	1	1	0.7742815670737717	1
"HR systems"	"Jak-STAT signaling pathway"	2	7.253391029375051	2.6290220110161497	"BINOMIAL"	0.04709994174918865	154	0.022187015823385715	0.9948903400003983	1	0.5071317902488163	1	1
"kidney"	"Jak-STAT signaling pathway"	13	12.481868573604705	3.385791967358201	"BINOMIAL"	0.08158084035035755	153	0.6323264673581741	0.481277178795022	1	1	0.9506709704593028	1
"liver"	"Jak-STAT signaling pathway"	5	14.207466233841515	3.5684861306445463	"BINOMIAL"	0.10370413309373369	137	0.003383474742388755	0.9989875317382938	1	0.26729450464871163	1	1
"lung"	"Jak-STAT signaling pathway"	0	3.7646566164154103	1.9165646957341758	"BINOMIAL"	0.024288107202680067	155	0.022123191474919965	1	1	0.8849276589967986	1	1
"lymph nodes"	"Jak-STAT signaling pathway"	9	12.49936900555275	3.389897676944383	"BINOMIAL"	0.08064109035840485	155	0.1902755633395641	0.8852838331391608	1	0.8456691703980627	1	1
"mouth, nos"	"Jak-STAT signaling pathway"	1	4.664830942622951	2.1240496568046323	"BINOMIAL"	0.03285092213114754	142	0.050726350440269956	0.9912890417094066	1	1	1	1
"ovary"	"Jak-STAT signaling pathway"	10	11.593176024576769	3.259794027433372	"BINOMIAL"	0.08340414406170338	139	0.3834701202768667	0.7311585216643561	1	1	1	1
"pancreas"	"Jak-STAT signaling pathway"	2	3.8037571467465288	1.9250965038763377	"BINOMIAL"	0.02570106180234141	148	0.26450954015991296	0.8960058419694983	1	1	1	1
"prostate gland"	"Jak-STAT signaling pathway"	7	6.072228604250431	2.4127575391809257	"BINOMIAL"	0.04130767757993491	147	0.736752700003709	0.4055207971743498	1	1	1	1
"skin"	"Jak-STAT signaling pathway"	24	18.962340794651546	4.075807609268674	"BINOMIAL"	0.12393686793889899	153	0.9094343851848444	0.13389967903385228	1	1	0.28189406112389953	1
"stomach"	"Jak-STAT signaling pathway"	7	6.378285517952242	2.4655930921934286	"BINOMIAL"	0.046899158220237075	136	0.6926827304089398	0.45565599574405125	1	1	1	1
"testis"	"Jak-STAT signaling pathway"	19	13.500695249130938	3.495298606162894	"BINOMIAL"	0.09507531865585168	142	0.9511437697977142	0.08104437843128132	1	1	0.3681730334449637	1
"thyroid gland"	"Jak-STAT signaling pathway"	5	5.961384034010392	2.3897940762671204	"BINOMIAL"	0.041981577704298535	142	0.4485619280686727	0.7154444716617313	1	1	1	1
"urinary bladder"	"Jak-STAT signaling pathway"	5	9.410392179681137	2.963501159628251	"BINOMIAL"	0.06674037006866054	141	0.08545178340624501	0.9621979723698755	1	0.8384956246737791	1	1
"adrenal cortex"	"Leukocyte transendothelial migration"	22	16.748106461304108	3.7740761093029724	"BINOMIAL"	0.1495366648330724	112	0.9319352799481809	0.10663111268896693	1	1	0.34121956060469416	1
"bones and joints"	"Leukocyte transendothelial migration"	14	10.067193934244068	3.0184560643571787	"BINOMIAL"	0.09497352768154782	106	0.9234274960551657	0.1294646934909762	1	1	0.5610136717942302	1
"brain, nos"	"Leukocyte transendothelial migration"	15	11.089578132272669	3.160941891247933	"BINOMIAL"	0.09901409046672026	112	0.9137428729897509	0.14107442219271946	1	1	0.5374263702579789	1
"breast"	"Leukocyte transendothelial migration"	5	4.027936100184635	1.9705523473162212	"BINOMIAL"	0.03596371518021996	112	0.7835941053850177	0.37669984867201567	1	1	0.972128641734234	1
"cervix uteri"	"Leukocyte transendothelial migration"	6	6.663225151271527	2.503359613181771	"BINOMIAL"	0.05949308170778149	112	0.49783736827130465	0.6613854974189046	1	1	1	1
"colon, nos"	"Leukocyte transendothelial migration"	12	9.743417742746939	2.982581273407646	"BINOMIAL"	0.08699480127452625	112	0.8246293962929166	0.26791767439221426	1	1	0.7027348836517096	1
"HR systems"	"Leukocyte transendothelial migration"	2	5.275193475909129	2.2420375042532426	"BINOMIAL"	0.04709994174918865	112	0.09777135951249859	0.970582120525285	1	0.7449246439047512	1	1
"kidney"	"Leukocyte transendothelial migration"	17	9.137054119240046	2.8968337138789564	"BINOMIAL"	0.08158084035035755	112	0.9957787298565891	0.0094233681113715	1	1	0.0603095559127776	1
"liver"	"Leukocyte transendothelial migration"	15	11.20004637412324	3.1683679196528254	"BINOMIAL"	0.10370413309373369	108	0.9082403016926104	0.14894329836028752	1	1	0.40574208863664535	1
"lung"	"Leukocyte transendothelial migration"	2	2.6959798994974875	1.6218815156114894	"BINOMIAL"	0.024288107202680067	111	0.49251125160122866	0.7543922530195972	1	0.9609975640999584	1	1
"lymph nodes"	"Leukocyte transendothelial migration"	6	9.031802120141343	2.8815738320008033	"BINOMIAL"	0.08064109035840485	112	0.19248332555136663	0.8961491803858964	1	0.8104561075847015	1	1
"mouth, nos"	"Leukocyte transendothelial migration"	7	3.5478995901639347	1.8523897583927442	"BINOMIAL"	0.03285092213114754	108	0.9736671516320569	0.06577962125408687	1	1	0.5773988976747625	1
"ovary"	"Leukocyte transendothelial migration"	18	8.840839270540558	2.846660611733339	"BINOMIAL"	0.08340414406170338	106	0.9988198103049405	0.0029087249337269613	1	1	0.0302507393107604	1
"pancreas"	"Leukocyte transendothelial migration"	1	2.827116798257555	1.6596556554608248	"BINOMIAL"	0.02570106180234141	110	0.22253501568905584	0.942964504666405	1	1	1	1
"prostate gland"	"Leukocyte transendothelial migration"	6	4.585152211372774	2.096604450574896	"BINOMIAL"	0.04130767757993491	111	0.8239709318171176	0.31012911231646706	1	1	1	1
"skin"	"Leukocyte transendothelial migration"	24	13.880929209156687	3.4872009289532238	"BINOMIAL"	0.12393686793889899	112	0.9976222503952462	0.004974185813931227	1	1	0.01941145683485357	1
"stomach"	"Leukocyte transendothelial migration"	13	4.924411613124893	2.1664396723055495	"BINOMIAL"	0.046899158220237075	105	0.9995931249370091	0.0012998923063385042	1	1	0.051670719176955544	1
"testis"	"Leukocyte transendothelial migration"	26	10.268134414831982	3.048259874640073	"BINOMIAL"	0.09507531865585168	108	0.9999976603568201	7.485230138412846E-6	1	1	9.917929933397022E-5	1
"thyroid gland"	"Leukocyte transendothelial migration"	5	4.57599196976854	2.0937728165480265	"BINOMIAL"	0.041981577704298535	109	0.6915080260106634	0.4845773203521066	1	1	1	1
"urinary bladder"	"Leukocyte transendothelial migration"	9	7.074479227278018	2.569499146839016	"BINOMIAL"	0.06674037006866054	106	0.8298672421728656	0.2763325235487463	1	1	0.9038376291073577	1
"adrenal cortex"	"Linoleic acid metabolism"	7	3.8879532856598824	1.8183953690810803	"BINOMIAL"	0.1495366648330724	26	0.9684508837970607	0.0822229788356239	1	1	0.29234836919332946	1
"bones and joints"	"Linoleic acid metabolism"	0	2.3743381920386954	1.465891850728338	"BINOMIAL"	0.09497352768154782	25	0.08251484080820548	1	1	0.9194510832914325	1	1
"brain, nos"	"Linoleic acid metabolism"	3	2.5743663521347266	1.5229799109804365	"BINOMIAL"	0.09901409046672026	26	0.7467313997932761	0.4826606357493577	1	1	1	1
"breast"	"Linoleic acid metabolism"	0	0.9710203098659389	0.9675219956195887	"BINOMIAL"	0.03596371518021996	27	0.37198143901080016	1	1	1	1	1
"cervix uteri"	"Linoleic acid metabolism"	0	1.5468201244023188	1.2061488417081911	"BINOMIAL"	0.05949308170778149	26	0.20296065596932328	1	1	1	1	1
"colon, nos"	"Linoleic acid metabolism"	3	2.2618648331376825	1.4370436150197494	"BINOMIAL"	0.08699480127452625	26	0.8141214665772596	0.39690552587032163	1	1	0.8355905807796244	1
"HR systems"	"Linoleic acid metabolism"	1	1.224598485478905	1.08024069917158	"BINOMIAL"	0.04709994174918865	26	0.6518410556284504	0.7147463626704861	1	0.8990911112116557	1	1
"kidney"	"Linoleic acid metabolism"	2	2.121101849109296	1.3957294070808506	"BINOMIAL"	0.08158084035035755	26	0.6426706002959802	0.6378999959657402	1	1	1	1
"liver"	"Linoleic acid metabolism"	8	2.4888991942496084	1.493582960853618	"BINOMIAL"	0.10370413309373369	24	0.9995777859854563	0.002128910822902616	1	1	0.010511497188081668	1
"lung"	"Linoleic acid metabolism"	2	0.6314907872696818	0.784954184224131	"BINOMIAL"	0.024288107202680067	26	0.9754464882328981	0.13081822359840134	1	1	1	1
"lymph nodes"	"Linoleic acid metabolism"	2	2.096668349318526	1.388377012021419	"BINOMIAL"	0.08064109035840485	26	0.6495620623580031	0.6313939209103469	1	1	1	1
"mouth, nos"	"Linoleic acid metabolism"	1	0.8212730532786885	0.8912314380434638	"BINOMIAL"	0.03285092213114754	25	0.8022545062889315	0.5661540458148904	1	1	1	1
"ovary"	"Linoleic acid metabolism"	4	2.0851036015425843	1.3824606035529368	"BINOMIAL"	0.08340414406170338	25	0.9475291217562807	0.15077613052145947	1	1	0.45232839156437843	1
"pancreas"	"Linoleic acid metabolism"	0	0.6682276068608767	0.8068788309522779	"BINOMIAL"	0.02570106180234141	26	0.5081570562142044	1	1	1	1	1
"prostate gland"	"Linoleic acid metabolism"	1	1.1153072946582425	1.034038945363254	"BINOMIAL"	0.04130767757993491	27	0.6925787399738337	0.6798601527132261	1	1	1	1
"skin"	"Linoleic acid metabolism"	2	3.2223585664113736	1.6801754486702474	"BINOMIAL"	0.12393686793889899	26	0.3584825433996357	0.8500309146788821	1	1	1	1
"stomach"	"Linoleic acid metabolism"	1	0.9848823226249785	0.9688612752855154	"BINOMIAL"	0.046899158220237075	21	0.7415271594157078	0.6353166669232916	1	1	1	1
"testis"	"Linoleic acid metabolism"	1	2.376882966396292	1.4665947159861508	"BINOMIAL"	0.09507531865585168	25	0.29840873210113134	0.9177168634508935	1	0.9683058857975486	1	1
"thyroid gland"	"Linoleic acid metabolism"	2	1.0495394426074633	1.0027353194856117	"BINOMIAL"	0.041981577704298535	25	0.9143692412949403	0.28279926973446134	1	1	1	1
"urinary bladder"	"Linoleic acid metabolism"	2	1.6685092517165137	1.2478590973318942	"BINOMIAL"	0.06674037006866054	25	0.7686946123701299	0.5041752136844384	1	1	1	1
"adrenal cortex"	"Long-term depression"	12	10.318029873481995	2.9622805570292443	"BINOMIAL"	0.1495366648330724	69	0.774862370915208	0.3329249426487807	1	1	0.6576295163432705	1
"bones and joints"	"Long-term depression"	8	6.4581998823452516	2.417610774514038	"BINOMIAL"	0.09497352768154782	68	0.8058472494063434	0.3169701927038059	1	1	0.867497369505153	1
"brain, nos"	"Long-term depression"	7	6.8319722422036975	2.481030174050291	"BINOMIAL"	0.09901409046672026	69	0.6252088881987196	0.5316015788041997	1	1	1	1
"breast"	"Long-term depression"	2	2.517460062615397	1.557858416527612	"BINOMIAL"	0.03596371518021996	70	0.5369242186943277	0.7218947484619935	1	1	1	1
"cervix uteri"	"Long-term depression"	2	4.105022637836923	1.9648924119736935	"BINOMIAL"	0.05949308170778149	69	0.2142031703866497	0.9221027039528895	1	1	1	1
"colon, nos"	"Long-term depression"	5	6.0026412879423106	2.34103453669003	"BINOMIAL"	0.08699480127452625	69	0.43789112441604	0.727481410257562	1	1	1	1
"HR systems"	"Long-term depression"	4	3.2498959806940166	1.759780119592333	"BINOMIAL"	0.04709994174918865	69	0.7750124513133116	0.40988245942712287	1	0.9538614785394605	1	1
"kidney"	"Long-term depression"	6	5.629077984174671	2.2737310904827783	"BINOMIAL"	0.08158084035035755	69	0.668308500099041	0.49759117726353724	1	1	0.9592119079779031	1
"liver"	"Long-term depression"	4	6.948176917280158	2.495520437402132	"BINOMIAL"	0.10370413309373369	67	0.16294569025935654	0.9266161267431139	1	0.9902084254222435	1	1
"lung"	"Long-term depression"	1	1.6758793969849246	1.2787397931292324	"BINOMIAL"	0.024288107202680067	69	0.4981673798564792	0.8166882509372082	1	0.9603226599642972	1	1
"lymph nodes"	"Long-term depression"	4	5.564235234729934	2.2617535759650425	"BINOMIAL"	0.08064109035840485	69	0.3374977010167253	0.8172135385304066	1	0.8307635717334777	1	1
"mouth, nos"	"Long-term depression"	0	2.2338627049180326	1.4698565423697292	"BINOMIAL"	0.03285092213114754	68	0.10316982667306732	1	1	1	1	1
"ovary"	"Long-term depression"	9	5.671481796195829	2.28001243668156	"BINOMIAL"	0.08340414406170338	68	0.9450935316698814	0.11138136120057263	1	1	0.4137021987449841	1
"pancreas"	"Long-term depression"	4	1.7733732643615572	1.314456423201462	"BINOMIAL"	0.02570106180234141	69	0.9675053208635442	0.10192747686516278	1	1	1	1
"prostate gland"	"Long-term depression"	4	2.8915374305954433	1.6649608808323677	"BINOMIAL"	0.04130767757993491	70	0.8369872486375618	0.32793269517271695	1	1	1	1
"skin"	"Long-term depression"	7	8.55164388778403	2.7371116032422296	"BINOMIAL"	0.12393686793889899	69	0.36564561741314267	0.7669651387654572	1	1	1	1
"stomach"	"Long-term depression"	1	3.04844528431541	1.7045456188088854	"BINOMIAL"	0.046899158220237075	65	0.1849755923947236	0.9559419316272731	1	1	1	1
"testis"	"Long-term depression"	4	6.465121668597915	2.4187699695934537	"BINOMIAL"	0.09507531865585168	68	0.21373181932215904	0.8975173227197123	1	0.7903106807493788	1	1
"thyroid gland"	"Long-term depression"	5	2.8547472838923005	1.6537534547106592	"BINOMIAL"	0.041981577704298535	68	0.9342035398783192	0.15697375922174694	1	1	1	1
"urinary bladder"	"Long-term depression"	7	4.538345164668917	2.0580219456749234	"BINOMIAL"	0.06674037006866054	68	0.9174000162199422	0.16720463375227976	1	1	0.6402714024172664	1
"adrenal cortex"	"Long-term potentiation"	15	10.168493208648924	2.940736412507897	"BINOMIAL"	0.1495366648330724	68	0.9592695461451008	0.07540381410459257	1	1	0.28057233155197236	1
"bones and joints"	"Long-term potentiation"	7	6.173279299300608	2.363679586340449	"BINOMIAL"	0.09497352768154782	65	0.7258985159679867	0.4227979035811052	1	1	0.9289644078683439	1
"brain, nos"	"Long-term potentiation"	5	6.732958151736978	2.462986078765418	"BINOMIAL"	0.09901409046672026	68	0.3236396145734019	0.8155986791550097	1	0.9084620759955141	1	1
"breast"	"Long-term potentiation"	2	2.445532632254957	1.5354420188351645	"BINOMIAL"	0.03596371518021996	68	0.5557510454855965	0.7069403960135316	1	1	1	1
"cervix uteri"	"Long-term potentiation"	2	4.045529556129141	1.9506020956861256	"BINOMIAL"	0.05949308170778149	68	0.2225754698908624	0.9181518090444971	1	1	1	1
"colon, nos"	"Long-term potentiation"	3	5.915646486667785	2.3240086050076862	"BINOMIAL"	0.08699480127452625	68	0.14675230067008146	0.9422123711209512	1	0.9783486711338765	1	1
